rank,score_lower_bound,targetability_score,score_upper_bound,gross,penalty_total,problem_id,canonical_group_id,title,source,domain,difficulty_level,impact_score,claim_kind,route,eligibility_status,resolution_leverage,statement_status_confidence,certificate_verifier_readiness,search_compressibility,boundary_leverage,feedback_quality,local_reuse
2143,10,17,24,28,11,formal-conjectures-w-3-20-lower,formal_conjectures:formal-conjectures-w-3-20-lower,Formal Conjectures: W_3_20_lower,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,4,3,0,2,4
2144,10,17,24,28,11,formal-conjectures-w-3-21-lower,formal_conjectures:formal-conjectures-w-3-21-lower,Formal Conjectures: W_3_21_lower,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,4,3,0,2,4
2145,10,17,24,28,11,formal-conjectures-w-3-22-lower,formal_conjectures:formal-conjectures-w-3-22-lower,Formal Conjectures: W_3_22_lower,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,4,3,0,2,4
2146,10,17,24,28,11,formal-conjectures-w-3-23-lower,formal_conjectures:formal-conjectures-w-3-23-lower,Formal Conjectures: W_3_23_lower,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,4,3,0,2,4
2147,10,17,24,28,11,formal-conjectures-w-3-24-lower,formal_conjectures:formal-conjectures-w-3-24-lower,Formal Conjectures: W_3_24_lower,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,4,3,0,2,4
2148,10,17,24,28,11,formal-conjectures-w-3-25-lower,formal_conjectures:formal-conjectures-w-3-25-lower,Formal Conjectures: W_3_25_lower,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,4,3,0,2,4
2149,10,17,24,28,11,formal-conjectures-w-3-26-lower,formal_conjectures:formal-conjectures-w-3-26-lower,Formal Conjectures: W_3_26_lower,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,4,3,0,2,4
2150,10,17,24,28,11,formal-conjectures-w-3-27-lower,formal_conjectures:formal-conjectures-w-3-27-lower,Formal Conjectures: W_3_27_lower,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,4,3,0,2,4
2151,10,17,24,28,11,formal-conjectures-w-3-28-lower,formal_conjectures:formal-conjectures-w-3-28-lower,Formal Conjectures: W_3_28_lower,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,4,3,0,2,4
2152,10,17,24,28,11,formal-conjectures-w-3-29-lower,formal_conjectures:formal-conjectures-w-3-29-lower,Formal Conjectures: W_3_29_lower,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,4,3,0,2,4
2153,10,17,24,28,11,formal-conjectures-w-3-30-lower,formal_conjectures:formal-conjectures-w-3-30-lower,Formal Conjectures: W_3_30_lower,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,4,3,0,2,4
2154,9,18,27,32,14,formal-conjectures-a-infinite,formal_conjectures:formal-conjectures-a-infinite,Formal Conjectures: a.infinite,Google DeepMind Formal Conjectures,research_mathematics,,50,global_or_asymptotic_claim,formal_modeling,modeling_candidate,5,15,3,3,0,2,4
2155,9,18,27,32,14,formal-conjectures-bateman-horn-conjecture,formal_conjectures:formal-conjectures-bateman-horn-conjecture,Formal Conjectures: bateman_horn_conjecture,Google DeepMind Formal Conjectures,research_mathematics,,50,global_or_asymptotic_claim,formal_modeling,modeling_candidate,5,15,4,2,0,2,4
2156,9,18,27,32,14,formal-conjectures-conjecture-4-4,formal_conjectures:formal-conjectures-conjecture-4-4,Formal Conjectures: conjecture_4_4,Google DeepMind Formal Conjectures,research_mathematics,,50,global_or_asymptotic_claim,formal_modeling,modeling_candidate,5,15,3,2,1,2,4
2157,9,18,27,32,14,formal-conjectures-erdos-1072-variants-littleo,erdos:1072,Formal Conjectures: erdos_1072.variants.littleo,Google DeepMind Formal Conjectures,research_mathematics,,50,global_or_asymptotic_claim,formal_modeling,modeling_candidate,5,15,4,2,0,2,4
2158,9,18,27,32,14,formal-conjectures-erdos-142-variants-lower,erdos:142,Formal Conjectures: erdos_142.variants.lower,Google DeepMind Formal Conjectures,research_mathematics,,50,global_or_asymptotic_claim,formal_modeling,modeling_candidate,5,15,3,2,1,2,4
2159,9,18,27,32,14,formal-conjectures-erdos-184,erdos:184,Formal Conjectures: erdos_184,Google DeepMind Formal Conjectures,research_mathematics,,50,global_or_asymptotic_claim,formal_modeling,modeling_candidate,5,15,4,2,0,2,4
2160,9,18,27,32,14,formal-conjectures-erdos-254,erdos:254,Formal Conjectures: erdos_254,Google DeepMind Formal Conjectures,research_mathematics,,50,global_or_asymptotic_claim,formal_modeling,modeling_candidate,5,15,4,2,0,2,4
2161,9,18,27,32,14,formal-conjectures-erdos-272-variants-szabo-strong,erdos:272,Formal Conjectures: erdos_272.variants.szabo_strong,Google DeepMind Formal Conjectures,research_mathematics,,50,global_or_asymptotic_claim,formal_modeling,modeling_candidate,5,15,4,2,0,2,4
2162,9,18,27,32,14,formal-conjectures-erdos-28,erdos:28,Formal Conjectures: erdos_28,Google DeepMind Formal Conjectures,research_mathematics,,50,global_or_asymptotic_claim,formal_modeling,modeling_candidate,5,15,3,2,1,2,4
2163,9,18,27,32,14,formal-conjectures-erdos-313-variants-primary-pseudoperfect-are-infinite,erdos:313,Formal Conjectures: erdos_313.variants.primary_pseudoperfect_are_infinite,Google DeepMind Formal Conjectures,research_mathematics,,50,global_or_asymptotic_claim,formal_modeling,modeling_candidate,5,15,3,3,0,2,4
2164,9,18,27,32,14,formal-conjectures-erdos-340,erdos:340,Formal Conjectures: erdos_340,Google DeepMind Formal Conjectures,research_mathematics,,50,global_or_asymptotic_claim,formal_modeling,modeling_candidate,5,15,4,2,0,2,4
2165,9,18,27,32,14,formal-conjectures-erdos-41,erdos:41,Formal Conjectures: erdos_41,Google DeepMind Formal Conjectures,research_mathematics,,50,global_or_asymptotic_claim,formal_modeling,modeling_candidate,5,15,4,2,0,2,4
2166,9,18,27,32,14,formal-conjectures-erdos-539-variants-sq-cube-root-isbigo,erdos:539,Formal Conjectures: erdos_539.variants.sq_cube_root_isBigO,Google DeepMind Formal Conjectures,research_mathematics,,50,global_or_asymptotic_claim,formal_modeling,modeling_candidate,5,15,4,2,0,2,4
2167,9,18,27,32,14,formal-conjectures-erdos-770-variants-three,erdos:770,Formal Conjectures: erdos_770.variants.three,Google DeepMind Formal Conjectures,research_mathematics,,50,global_or_asymptotic_claim,formal_modeling,modeling_candidate,5,15,3,3,0,2,4
2168,9,18,27,32,14,formal-conjectures-erdos-859,erdos:859,Formal Conjectures: erdos_859,Google DeepMind Formal Conjectures,research_mathematics,,50,global_or_asymptotic_claim,formal_modeling,modeling_candidate,5,15,3,2,0,3,4
2169,9,18,27,32,14,formal-conjectures-littlewood-conjecture,formal_conjectures:formal-conjectures-littlewood-conjecture,Formal Conjectures: littlewood_conjecture,Google DeepMind Formal Conjectures,research_mathematics,,50,global_or_asymptotic_claim,formal_modeling,modeling_candidate,5,15,3,2,1,2,4
2170,9,18,27,32,14,formal-conjectures-padic-littlewood-conjecture,formal_conjectures:formal-conjectures-padic-littlewood-conjecture,Formal Conjectures: padic_littlewood_conjecture,Google DeepMind Formal Conjectures,research_mathematics,,50,global_or_asymptotic_claim,formal_modeling,modeling_candidate,5,15,3,2,1,2,4
2171,9,18,27,32,14,formal-conjectures-pierce-birkhoff-conjecture,formal_conjectures:formal-conjectures-pierce-birkhoff-conjecture,Formal Conjectures: pierce_birkhoff_conjecture,Google DeepMind Formal Conjectures,research_mathematics,,50,global_or_asymptotic_claim,formal_modeling,modeling_candidate,5,15,4,2,0,2,4
2172,9,18,27,32,14,formal-conjectures-problem-10-5,formal_conjectures:formal-conjectures-problem-10-5,Formal Conjectures: problem_10_5,Google DeepMind Formal Conjectures,research_mathematics,,50,global_or_asymptotic_claim,formal_modeling,modeling_candidate,5,15,4,2,0,2,4
2173,9,18,27,32,14,formal-conjectures-twentyone-le-rank-height-count-asymptotic,formal_conjectures:formal-conjectures-twentyone-le-rank-height-count-asymptotic,Formal Conjectures: twentyone_le_rank_height_count_asymptotic,Google DeepMind Formal Conjectures,research_mathematics,,50,global_or_asymptotic_claim,formal_modeling,modeling_candidate,5,15,4,2,0,2,4
2174,9,18,27,32,14,formal-conjectures-voronovskaja-theorem-bezier-bernstein-operators-variants-eventually-smooth-limit-exists,formal_conjectures:formal-conjectures-voronovskaja-theorem-bezier-bernstein-operators-variants-eventually-smooth-limit-exists,Formal Conjectures: voronovskaja_theorem.bezier_bernstein_operators.variants.eventually_smooth.limit_exists,Google DeepMind Formal Conjectures,research_mathematics,,50,global_or_asymptotic_claim,formal_modeling,modeling_candidate,5,15,4,2,0,2,4
2175,9,18,27,32,14,formal-conjectures-zhao-question,formal_conjectures:formal-conjectures-zhao-question,Formal Conjectures: zhao_question,Google DeepMind Formal Conjectures,research_mathematics,,50,global_or_asymptotic_claim,formal_modeling,modeling_candidate,5,15,4,2,0,2,4
2176,9,18,27,31,13,formal-conjectures-erdos-1082-parts-i,erdos:1082,Formal Conjectures: erdos_1082.parts.i,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,4,5,0,3,4
2177,9,18,27,31,13,formal-conjectures-erdos-906,erdos:906,Formal Conjectures: erdos_906,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,5,5,0,2,4
2178,9,18,27,31,13,formal-conjectures-erdos-97,erdos:97,Formal Conjectures: erdos_97,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,4,5,0,3,4
2179,9,18,27,30,12,unsolvedmath-kp-3.9,unsolvedmath:unsolvedmath-kp-3.9,Kirby Problem 3.9,UnsolvedMath,topology,3,60,universal_claim,counterexample,needs_atomic_split,4,15,2,5,0,2,2
2180,9,18,27,30,12,unsolvedmath-kp-4.19,unsolvedmath:unsolvedmath-kp-4.19,Kirby Problem 4.19,UnsolvedMath,topology,3,60,classification_or_optimization,subclaim_decomposition,needs_atomic_split,4,15,2,3,2,2,2
2181,9,18,27,30,12,formal-conjectures-an-open-problem,formal_conjectures:formal-conjectures-an-open-problem,Formal Conjectures: an_open_problem,Google DeepMind Formal Conjectures,research_mathematics,,50,unclassified_question,formal_modeling,modeling_candidate,5,15,3,1,0,2,4
2182,9,18,27,30,12,formal-conjectures-erdos-189-variants-parallelogram,erdos:189,Formal Conjectures: erdos_189.variants.parallelogram,Google DeepMind Formal Conjectures,research_mathematics,,50,unclassified_question,formal_modeling,modeling_candidate,5,15,3,1,0,2,4
2183,9,18,27,30,12,formal-conjectures-green-16-lower-bound,formal_conjectures:formal-conjectures-green-16-lower-bound,Formal Conjectures: green_16_lower_bound,Google DeepMind Formal Conjectures,research_mathematics,,50,unclassified_question,formal_modeling,modeling_candidate,5,15,3,1,0,2,4
2184,9,18,27,30,12,formal-conjectures-rlog-rlog-two-transcendental,formal_conjectures:formal-conjectures-rlog-rlog-two-transcendental,Formal Conjectures: rlog_rlog_two_transcendental,Google DeepMind Formal Conjectures,research_mathematics,,50,unclassified_question,formal_modeling,modeling_candidate,5,15,3,1,0,2,4
2185,9,18,27,28,10,unsolvedmath-kp-1.53,unsolvedmath:unsolvedmath-kp-1.53,Kirby Problem 1.53,UnsolvedMath,topology,3,60,unclassified_question,formal_modeling,needs_atomic_split,4,15,2,3,0,2,2
2186,9,18,27,28,10,unsolvedmath-kp-1.74,unsolvedmath:unsolvedmath-kp-1.74,Kirby Problem 1.74,UnsolvedMath,topology,3,60,universal_claim,counterexample,needs_atomic_split,4,15,2,3,0,2,2
2187,9,18,27,28,10,unsolvedmath-kp-2.6,unsolvedmath:unsolvedmath-kp-2.6,Kirby Problem 2.6,UnsolvedMath,topology,3,60,unclassified_question,formal_modeling,needs_atomic_split,4,15,2,3,0,2,2
2188,9,18,27,28,10,unsolvedmath-kp-3.47,unsolvedmath:unsolvedmath-kp-3.47,Kirby Problem 3.47,UnsolvedMath,topology,3,60,universal_claim,counterexample,needs_atomic_split,4,15,2,3,0,2,2
2189,9,18,27,28,10,unsolvedmath-kp-3.55,unsolvedmath:unsolvedmath-kp-3.55,Kirby Problem 3.55,UnsolvedMath,topology,3,60,universal_claim,counterexample,needs_atomic_split,4,15,2,3,0,2,2
2190,9,18,27,28,10,unsolvedmath-kp-4.102,unsolvedmath:unsolvedmath-kp-4.102,Kirby Problem 4.102,UnsolvedMath,topology,3,60,universal_claim,counterexample,needs_atomic_split,4,15,2,3,0,2,2
2191,9,16,23,35,19,unsolvedmath-alg-020,unsolvedmath:unsolvedmath-alg-020,The Uniform Boundedness Conjecture,UnsolvedMath,algebra,5,100,existence_claim,witness_discovery,not_counterexample_target,0,15,7,6,0,5,2
2192,9,16,23,35,19,unsolvedmath-darpa-012,unsolvedmath:unsolvedmath-darpa-012,Mathematics of Quantum Computing,UnsolvedMath,computer_science,5,100,unclassified_question,formal_modeling,modeling_candidate,5,15,5,6,0,2,2
2193,9,16,23,32,16,unsolvedmath-nt-041,unsolvedmath:unsolvedmath-nt-041,Infinitely Many Perfect Numbers,UnsolvedMath,number_theory,4,80,existence_claim,witness_discovery,not_counterexample_target,0,15,7,8,0,0,2
2194,9,16,23,30,14,unsolvedmath-geo-033,unsolvedmath:unsolvedmath-geo-033,Erdős-Ulam Problem,UnsolvedMath,geometry,4,80,existence_claim,witness_discovery,not_counterexample_target,0,15,6,4,0,3,2
2195,9,16,23,30,14,unsolvedmath-num-007,unsolvedmath:unsolvedmath-num-007,Infinitude of Amicable Pairs,UnsolvedMath,number_theory,4,80,existence_claim,witness_discovery,not_counterexample_target,0,15,7,6,0,0,2
2196,9,16,23,28,12,unsolvedmath-kp-2.19,unsolvedmath:unsolvedmath-kp-2.19,Kirby Problem 2.19,UnsolvedMath,topology,3,60,unclassified_question,formal_modeling,modeling_candidate,5,15,2,3,0,1,2
2197,9,16,23,28,12,unsolvedmath-kp-3.16,unsolvedmath:unsolvedmath-kp-3.16,Kirby Problem 3.16,UnsolvedMath,topology,3,60,mixed_quantifiers,subclaim_decomposition,not_counterexample_target,8,15,2,1,0,0,2
2198,9,16,23,28,12,unsolvedmath-kp-3.20,unsolvedmath:unsolvedmath-kp-3.20,Kirby Problem 3.20,UnsolvedMath,topology,3,60,unclassified_question,formal_modeling,modeling_candidate,5,15,2,3,0,1,2
2199,9,16,23,28,12,unsolvedmath-kp-3.63,unsolvedmath:unsolvedmath-kp-3.63,Kirby Problem 3.63,UnsolvedMath,topology,3,60,unclassified_question,formal_modeling,modeling_candidate,5,15,2,3,0,1,2
2200,9,16,23,28,12,unsolvedmath-kp-3.67,unsolvedmath:unsolvedmath-kp-3.67,Kirby Problem 3.67,UnsolvedMath,topology,3,60,unclassified_question,formal_modeling,modeling_candidate,5,15,2,3,0,1,2
2201,9,16,23,28,12,unsolvedmath-kp-4.106,unsolvedmath:unsolvedmath-kp-4.106,Kirby Problem 4.106,UnsolvedMath,topology,3,60,unclassified_question,formal_modeling,modeling_candidate,5,15,2,3,0,1,2
2202,9,16,23,28,12,unsolvedmath-kp-4.127,unsolvedmath:unsolvedmath-kp-4.127,Kirby Problem 4.127,UnsolvedMath,topology,3,60,unclassified_question,formal_modeling,modeling_candidate,5,15,2,3,0,1,2
2203,9,16,23,28,12,unsolvedmath-kp-4.41,unsolvedmath:unsolvedmath-kp-4.41,Kirby Problem 4.41,UnsolvedMath,topology,3,60,unclassified_question,formal_modeling,modeling_candidate,5,15,2,3,0,1,2
2204,9,16,23,28,12,unsolvedmath-kp-4.49,unsolvedmath:unsolvedmath-kp-4.49,Kirby Problem 4.49,UnsolvedMath,topology,3,60,unclassified_question,formal_modeling,modeling_candidate,5,15,2,3,0,1,2
2205,9,16,23,28,12,unsolvedmath-kp-4.51,unsolvedmath:unsolvedmath-kp-4.51,Kirby Problem 4.51,UnsolvedMath,topology,3,60,unclassified_question,formal_modeling,modeling_candidate,5,15,2,3,0,1,2
2206,9,16,23,28,12,unsolvedmath-kp-4.56,unsolvedmath:unsolvedmath-kp-4.56,Kirby Problem 4.56,UnsolvedMath,topology,3,60,unclassified_question,formal_modeling,modeling_candidate,5,15,2,3,0,1,2
2207,9,16,23,28,12,unsolvedmath-kp-4.61,unsolvedmath:unsolvedmath-kp-4.61,Kirby Problem 4.61,UnsolvedMath,topology,3,60,unclassified_question,formal_modeling,modeling_candidate,5,15,2,3,0,1,2
2208,9,16,23,28,12,unsolvedmath-kp-4.64,unsolvedmath:unsolvedmath-kp-4.64,Kirby Problem 4.64,UnsolvedMath,topology,3,60,unclassified_question,formal_modeling,modeling_candidate,5,15,2,3,0,1,2
2209,9,16,23,28,12,unsolvedmath-kp-4.66,unsolvedmath:unsolvedmath-kp-4.66,Kirby Problem 4.66,UnsolvedMath,topology,3,60,unclassified_question,formal_modeling,modeling_candidate,5,15,2,3,0,1,2
2210,9,16,23,28,12,unsolvedmath-kp-4.78,unsolvedmath:unsolvedmath-kp-4.78,Kirby Problem 4.78,UnsolvedMath,topology,3,60,unclassified_question,formal_modeling,modeling_candidate,5,15,2,3,0,1,2
2211,9,16,23,28,12,unsolvedmath-kp-5.15,unsolvedmath:unsolvedmath-kp-5.15,Kirby Problem 5.15,UnsolvedMath,topology,3,60,unclassified_question,formal_modeling,modeling_candidate,5,15,2,3,0,1,2
2212,9,16,23,28,12,unsolvedmath-kp-5.4,unsolvedmath:unsolvedmath-kp-5.4,Kirby Problem 5.4,UnsolvedMath,topology,3,60,unclassified_question,formal_modeling,modeling_candidate,5,15,2,3,0,1,2
2213,9,16,23,28,12,unsolvedmath-opg-37125,unsolvedmath:unsolvedmath-opg-37125,Smooth 4-dimensional Poincare conjecture,UnsolvedMath,topology,3,60,unclassified_question,formal_modeling,modeling_candidate,5,15,2,3,0,1,2
2214,9,16,23,28,12,formal-conjectures-conjecture194,formal_conjectures:formal-conjectures-conjecture194,Formal Conjectures: conjecture194,Google DeepMind Formal Conjectures,research_mathematics,,50,existence_claim,witness_discovery,not_counterexample_target,0,15,4,3,0,2,4
2215,9,16,23,28,12,formal-conjectures-conjecture200,formal_conjectures:formal-conjectures-conjecture200,Formal Conjectures: conjecture200,Google DeepMind Formal Conjectures,research_mathematics,,50,existence_claim,witness_discovery,not_counterexample_target,0,15,3,3,0,3,4
2216,9,16,23,28,12,formal-conjectures-erdos-244,erdos:244,Formal Conjectures: erdos_244,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,3,4
2217,9,16,23,28,12,formal-conjectures-erdos-68,erdos:68,Formal Conjectures: erdos_68,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,4,3,0,2,4
2218,9,16,23,28,12,formal-conjectures-erdos-920,erdos:920,Formal Conjectures: erdos_920,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,4,3,0,2,4
2219,9,16,23,28,12,formal-conjectures-green-41-variants-polynomial-bound,formal_conjectures:formal-conjectures-green-41-variants-polynomial-bound,Formal Conjectures: green_41.variants.polynomial_bound,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,4,3,0,2,4
2220,9,16,23,28,12,formal-conjectures-inscribed-rectangle-problem,formal_conjectures:formal-conjectures-inscribed-rectangle-problem,Formal Conjectures: inscribed_rectangle_problem,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,1,2,4
2221,9,16,23,27,11,formal-conjectures-algebraicindependent-e-pi,formal_conjectures:formal-conjectures-algebraicindependent-e-pi,Formal Conjectures: algebraicIndependent_e_pi,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2222,9,16,23,27,11,formal-conjectures-ame-10-10-open,formal_conjectures:formal-conjectures-ame-10-10-open,Formal Conjectures: ame_10_10_open,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2223,9,16,23,27,11,formal-conjectures-ame-10-6-open,formal_conjectures:formal-conjectures-ame-10-6-open,Formal Conjectures: ame_10_6_open,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2224,9,16,23,27,11,formal-conjectures-ame-11-10-open,formal_conjectures:formal-conjectures-ame-11-10-open,Formal Conjectures: ame_11_10_open,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2225,9,16,23,27,11,formal-conjectures-ame-11-3-open,formal_conjectures:formal-conjectures-ame-11-3-open,Formal Conjectures: ame_11_3_open,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2226,9,16,23,27,11,formal-conjectures-ame-11-4-open,formal_conjectures:formal-conjectures-ame-11-4-open,Formal Conjectures: ame_11_4_open,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2227,9,16,23,27,11,formal-conjectures-ame-11-6-open,formal_conjectures:formal-conjectures-ame-11-6-open,Formal Conjectures: ame_11_6_open,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2228,9,16,23,27,11,formal-conjectures-ame-12-10-open,formal_conjectures:formal-conjectures-ame-12-10-open,Formal Conjectures: ame_12_10_open,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2229,9,16,23,27,11,formal-conjectures-ame-12-5-open,formal_conjectures:formal-conjectures-ame-12-5-open,Formal Conjectures: ame_12_5_open,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2230,9,16,23,27,11,formal-conjectures-ame-12-6-open,formal_conjectures:formal-conjectures-ame-12-6-open,Formal Conjectures: ame_12_6_open,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2231,9,16,23,27,11,formal-conjectures-ame-7-10-open,formal_conjectures:formal-conjectures-ame-7-10-open,Formal Conjectures: ame_7_10_open,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2232,9,16,23,27,11,formal-conjectures-ame-7-6-open,formal_conjectures:formal-conjectures-ame-7-6-open,Formal Conjectures: ame_7_6_open,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2233,9,16,23,27,11,formal-conjectures-ame-8-10-open,formal_conjectures:formal-conjectures-ame-8-10-open,Formal Conjectures: ame_8_10_open,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2234,9,16,23,27,11,formal-conjectures-ame-8-4-open,formal_conjectures:formal-conjectures-ame-8-4-open,Formal Conjectures: ame_8_4_open,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2235,9,16,23,27,11,formal-conjectures-ame-8-6-open,formal_conjectures:formal-conjectures-ame-8-6-open,Formal Conjectures: ame_8_6_open,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2236,9,16,23,27,11,formal-conjectures-ame-9-10-open,formal_conjectures:formal-conjectures-ame-9-10-open,Formal Conjectures: ame_9_10_open,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2237,9,16,23,27,11,formal-conjectures-ame-9-6-open,formal_conjectures:formal-conjectures-ame-9-6-open,Formal Conjectures: ame_9_6_open,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2238,9,16,23,27,11,formal-conjectures-bb-6,formal_conjectures:formal-conjectures-bb-6,Formal Conjectures: BB_6,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2239,9,16,23,27,11,formal-conjectures-c1a-eq,formal_conjectures:formal-conjectures-c1a-eq,Formal Conjectures: c1a_eq,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2240,9,16,23,27,11,formal-conjectures-countablymonolithicspace-exists-nhds-generated-countable,formal_conjectures:formal-conjectures-countablymonolithicspace-exists-nhds-generated-countable,Formal Conjectures: countablyMonolithicSpace_exists_nhds_generated_countable,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2241,9,16,23,27,11,formal-conjectures-dedekind-10,formal_conjectures:formal-conjectures-dedekind-10,Formal Conjectures: Dedekind_10,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2242,9,16,23,27,11,formal-conjectures-erdos-1145,erdos:1145,Formal Conjectures: erdos_1145,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2243,9,16,23,27,11,formal-conjectures-erdos-14-parts-i,erdos:14,Formal Conjectures: erdos_14.parts.i,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2244,9,16,23,27,11,formal-conjectures-erdos-188,erdos:188,Formal Conjectures: erdos_188,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2245,9,16,23,27,11,formal-conjectures-erdos-340-variants-33-mem-sub,erdos:340,Formal Conjectures: erdos_340.variants._33_mem_sub,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2246,9,16,23,27,11,formal-conjectures-erdos-349,erdos:349,Formal Conjectures: erdos_349,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2247,9,16,23,27,11,formal-conjectures-erdos-375,erdos:375,Formal Conjectures: erdos_375,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2248,9,16,23,27,11,formal-conjectures-erdos-398,erdos:398,Formal Conjectures: erdos_398,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2249,9,16,23,27,11,formal-conjectures-erdos-40,erdos:40,Formal Conjectures: erdos_40,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
2250,9,16,23,27,11,formal-conjectures-erdos-406,erdos:406,Formal Conjectures: erdos_406,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,3,0,2,4
